,Edition,Year,Points type,From,To,Points
3754,malmo-2024,2024,Points given,spain,georgia,1
3755,malmo-2024,2024,Points given,albania,austria,4
3756,malmo-2024,2024,Points given,armenia,austria,4
3757,malmo-2024,2024,Points given,belgium,austria,1
3758,malmo-2024,2024,Points given,czech republic,austria,2
3759,malmo-2024,2024,Points given,denmark,austria,3
3760,malmo-2024,2024,Points given,estonia,austria,3
3761,malmo-2024,2024,Points given,georgia,austria,1
3762,malmo-2024,2024,Points given,greece,austria,4
3763,malmo-2024,2024,Points given,israel,austria,8
3764,malmo-2024,2024,Points given,latvia,austria,2
3765,malmo-2024,2024,Points given,malta,austria,3
3766,malmo-2024,2024,Points given,the netherlands,austria,2
3767,malmo-2024,2024,Points given,norway,austria,2
3768,malmo-2024,2024,Points given,spain,austria,3
3769,malmo-2024,2024,Points given,switzerland,austria,4
3770,malmo-2024,2024,Points given,albania,norway,1
3771,malmo-2024,2024,Points given,belgium,norway,3
3772,malmo-2024,2024,Points given,czech republic,norway,3
3773,malmo-2024,2024,Points given,denmark,norway,8
3774,malmo-2024,2024,Points given,estonia,norway,6
3775,malmo-2024,2024,Points given,france,norway,3
3776,malmo-2024,2024,Points given,latvia,norway,6
3777,malmo-2024,2024,Points given,the netherlands,norway,4
3778,malmo-2024,2024,Points given,san marino,norway,5
3779,malmo-2024,2024,Points given,switzerland,norway,1
3780,malmo-2024,2024,Points given,armenia,czech republic,1
3781,malmo-2024,2024,Points given,austria,czech republic,5
3782,malmo-2024,2024,Points given,denmark,czech republic,1
3783,malmo-2024,2024,Points given,estonia,czech republic,2
3784,malmo-2024,2024,Points given,georgia,czech republic,4
3785,malmo-2024,2024,Points given,israel,czech republic,5
3786,malmo-2024,2024,Points given,italy,czech republic,2
3787,malmo-2024,2024,Points given,latvia,czech republic,3
3788,malmo-2024,2024,Points given,malta,czech republic,2
3789,malmo-2024,2024,Points given,the netherlands,czech republic,1
3790,malmo-2024,2024,Points given,norway,czech republic,3
3791,malmo-2024,2024,Points given,san marino,czech republic,6
3792,malmo-2024,2024,Points given,spain,czech republic,2
3793,malmo-2024,2024,Points given,armenia,denmark,3
3794,malmo-2024,2024,Points given,austria,denmark,3
3795,malmo-2024,2024,Points given,estonia,denmark,5
3796,malmo-2024,2024,Points given,israel,denmark,1
3797,malmo-2024,2024,Points given,latvia,denmark,4
3798,malmo-2024,2024,Points given,malta,denmark,1
3799,malmo-2024,2024,Points given,norway,denmark,10
3800,malmo-2024,2024,Points given,san marino,denmark,7
3801,malmo-2024,2024,Points given,switzerland,denmark,2
3802,malmo-2024,2024,Points given,albania,belgium,2
3803,malmo-2024,2024,Points given,france,belgium,5
3804,malmo-2024,2024,Points given,georgia,belgium,2
3805,malmo-2024,2024,Points given,greece,belgium,1
3806,malmo-2024,2024,Points given,israel,belgium,2
3807,malmo-2024,2024,Points given,latvia,belgium,1
3808,malmo-2024,2024,Points given,the netherlands,belgium,5
3809,malmo-2024,2024,Points given,georgia,san marino,3
3810,malmo-2024,2024,Points given,italy,san marino,1
3811,malmo-2024,2024,Points given,spain,san marino,10
3812,malmo-2024,2024,Points given,greece,albania,5
3813,malmo-2024,2024,Points given,italy,albania,4
3814,malmo-2024,2024,Points given,san marino,albania,2
3815,malmo-2024,2024,Points given,switzerland,albania,3
3816,malmo-2024,2024,Points given,armenia,malta,5
3817,malmo-2024,2024,Points given,france,malta,1
3818,malmo-2024,2024,Points given,greece,malta,3
3819,malmo-2024,2024,Points given,san marino,malta,4
3820,basel-2025,2025,Points given by the jury,albania,austria,7
3821,basel-2025,2025,Points given by the jury,armenia,austria,8
3822,basel-2025,2025,Points given by the jury,australia,austria,7
3823,basel-2025,2025,Points given by the jury,belgium,austria,12
3824,basel-2025,2025,Points given by the jury,croatia,austria,10
3825,basel-2025,2025,Points given by the jury,cyprus,austria,7
3826,basel-2025,2025,Points given by the jury,denmark,austria,5
3827,basel-2025,2025,Points given by the jury,estonia,austria,7
3828,basel-2025,2025,Points given by the jury,finland,austria,12
3829,basel-2025,2025,Points given by the jury,france,austria,4
3830,basel-2025,2025,Points given by the jury,germany,austria,12
3831,basel-2025,2025,Points given by the jury,greece,austria,10
3832,basel-2025,2025,Points given by the jury,iceland,austria,8
3833,basel-2025,2025,Points given by the jury,ireland,austria,12
3834,basel-2025,2025,Points given by the jury,israel,austria,6
3835,basel-2025,2025,Points given by the jury,latvia,austria,12
3836,basel-2025,2025,Points given by the jury,lithuania,austria,4
3837,basel-2025,2025,Points given by the jury,luxembourg,austria,10
3838,basel-2025,2025,Points given by the jury,malta,austria,7
3839,basel-2025,2025,Points given by the jury,montenegro,austria,8
3840,basel-2025,2025,Points given by the jury,the netherlands,austria,12
3841,basel-2025,2025,Points given by the jury,norway,austria,12
3842,basel-2025,2025,Points given by the jury,poland,austria,7
3843,basel-2025,2025,Points given by the jury,portugal,austria,6
3844,basel-2025,2025,Points given by the jury,serbia,austria,8
3845,basel-2025,2025,Points given by the jury,slovenia,austria,10
3846,basel-2025,2025,Points given by the jury,spain,austria,7
3847,basel-2025,2025,Points given by the jury,sweden,austria,12
3848,basel-2025,2025,Points given by the jury,switzerland,austria,7
3849,basel-2025,2025,Points given by the jury,ukraine,austria,1
3850,basel-2025,2025,Points given by the jury,united kingdom,austria,8
3851,basel-2025,2025,Points given by televoters,albania,austria,6
3852,basel-2025,2025,Points given by televoters,armenia,austria,7
3853,basel-2025,2025,Points given by televoters,australia,austria,3
3854,basel-2025,2025,Points given by televoters,azerbaijan,austria,10
3855,basel-2025,2025,Points given by televoters,belgium,austria,3
3856,basel-2025,2025,Points given by televoters,croatia,austria,5
3857,basel-2025,2025,Points given by televoters,cyprus,austria,6
3858,basel-2025,2025,Points given by televoters,czech republic,austria,4
3859,basel-2025,2025,Points given by televoters,denmark,austria,3
3860,basel-2025,2025,Points given by televoters,finland,austria,7
3861,basel-2025,2025,Points given by televoters,france,austria,2
3862,basel-2025,2025,Points given by televoters,georgia,austria,5
3863,basel-2025,2025,Points given by televoters,germany,austria,6
3864,basel-2025,2025,Points given by televoters,greece,austria,10
3865,basel-2025,2025,Points given by televoters,iceland,austria,3
3866,basel-2025,2025,Points given by televoters,ireland,austria,4
3867,basel-2025,2025,Points given by televoters,israel,austria,8
3868,basel-2025,2025,Points given by televoters,italy,austria,4
3869,basel-2025,2025,Points given by televoters,latvia,austria,4
3870,basel-2025,2025,Points given by televoters,lithuania,austria,5
3871,basel-2025,2025,Points given by televoters,malta,austria,10
3872,basel-2025,2025,Points given by televoters,montenegro,austria,3
3873,basel-2025,2025,Points given by televoters,the netherlands,austria,3
3874,basel-2025,2025,Points given by televoters,norway,austria,1
3875,basel-2025,2025,Points given by televoters,poland,austria,7
3876,basel-2025,2025,Points given by televoters,portugal,austria,7
3877,basel-2025,2025,Points given by televoters,san marino,austria,5
3878,basel-2025,2025,Points given by televoters,serbia,austria,10
3879,basel-2025,2025,Points given by televoters,slovenia,austria,10
3880,basel-2025,2025,Points given by televoters,spain,austria,4
3881,basel-2025,2025,Points given by televoters,switzerland,austria,6
3882,basel-2025,2025,Points given by televoters,ukraine,austria,6
3883,basel-2025,2025,Points given by the jury,albania,israel,5
3884,basel-2025,2025,Points given by the jury,azerbaijan,israel,12
3885,basel-2025,2025,Points given by the jury,croatia,israel,6
3886,basel-2025,2025,Points given by the jury,cyprus,israel,5
3887,basel-2025,2025,Points given by the jury,denmark,israel,3
3888,basel-2025,2025,Points given by the jury,finland,israel,2
3889,basel-2025,2025,Points given by the jury,france,israel,7
3890,basel-2025,2025,Points given by the jury,georgia,israel,1
3891,basel-2025,2025,Points given by the jury,germany,israel,3
3892,basel-2025,2025,Points given by the jury,greece,israel,1
3893,basel-2025,2025,Points given by the jury,ireland,israel,7
3894,basel-2025,2025,Points given by the jury,luxembourg,israel,1
3895,basel-2025,2025,Points given by the jury,the netherlands,israel,5
3896,basel-2025,2025,Points given by the jury,ukraine,israel,2
3897,basel-2025,2025,Points given by televoters,albania,israel,7
3898,basel-2025,2025,Points given by televoters,australia,israel,12
3899,basel-2025,2025,Points given by televoters,austria,israel,7
3900,basel-2025,2025,Points given by televoters,azerbaijan,israel,12
3901,basel-2025,2025,Points given by televoters,belgium,israel,12
3902,basel-2025,2025,Points given by televoters,cyprus,israel,10
3903,basel-2025,2025,Points given by televoters,czech republic,israel,10
3904,basel-2025,2025,Points given by televoters,denmark,israel,8
3905,basel-2025,2025,Points given by televoters,estonia,israel,2
3906,basel-2025,2025,Points given by televoters,finland,israel,10
3907,basel-2025,2025,Points given by televoters,france,israel,12
3908,basel-2025,2025,Points given by televoters,georgia,israel,7
3909,basel-2025,2025,Points given by televoters,germany,israel,12
3910,basel-2025,2025,Points given by televoters,greece,israel,7
3911,basel-2025,2025,Points given by televoters,iceland,israel,4
3912,basel-2025,2025,Points given by televoters,ireland,israel,10
3913,basel-2025,2025,Points given by televoters,italy,israel,8
3914,basel-2025,2025,Points given by televoters,latvia,israel,7
3915,basel-2025,2025,Points given by televoters,lithuania,israel,3
3916,basel-2025,2025,Points given by televoters,luxembourg,israel,12
3917,basel-2025,2025,Points given by televoters,malta,israel,5
3918,basel-2025,2025,Points given by televoters,montenegro,israel,7
3919,basel-2025,2025,Points given by televoters,the netherlands,israel,12
3920,basel-2025,2025,Points given by televoters,norway,israel,10
3921,basel-2025,2025,Points given by televoters,portugal,israel,12
3922,basel-2025,2025,Points given by televoters,san marino,israel,10
3923,basel-2025,2025,Points given by televoters,serbia,israel,2
3924,basel-2025,2025,Points given by televoters,slovenia,israel,6
3925,basel-2025,2025,Points given by televoters,spain,israel,12
3926,basel-2025,2025,Points given by televoters,sweden,israel,12
3927,basel-2025,2025,Points given by televoters,switzerland,israel,12
3928,basel-2025,2025,Points given by televoters,ukraine,israel,1
3929,basel-2025,2025,Points given by televoters,united kingdom,israel,12
3930,basel-2025,2025,Points given by the jury,armenia,estonia,2
3931,basel-2025,2025,Points given by the jury,australia,estonia,3
3932,basel-2025,2025,Points given by the jury,austria,estonia,3
3933,basel-2025,2025,Points given by the jury,azerbaijan,estonia,7
3934,basel-2025,2025,Points given by the jury,belgium,estonia,10
3935,basel-2025,2025,Points given by the jury,croatia,estonia,5
3936,basel-2025,2025,Points given by the jury,finland,estonia,4
3937,basel-2025,2025,Points given by the jury,iceland,estonia,3
3938,basel-2025,2025,Points given by the jury,italy,estonia,10
3939,basel-2025,2025,Points given by the jury,latvia,estonia,1
3940,basel-2025,2025,Points given by the jury,lithuania,estonia,7
3941,basel-2025,2025,Points given by the jury,luxembourg,estonia,3
3942,basel-2025,2025,Points given by the jury,malta,estonia,3
3943,basel-2025,2025,Points given by the jury,norway,estonia,4
3944,basel-2025,2025,Points given by the jury,portugal,estonia,3
3945,basel-2025,2025,Points given by the jury,san marino,estonia,7
3946,basel-2025,2025,Points given by the jury,serbia,estonia,3
3947,basel-2025,2025,Points given by the jury,slovenia,estonia,7
3948,basel-2025,2025,Points given by the jury,switzerland,estonia,5
3949,basel-2025,2025,Points given by the jury,ukraine,estonia,5
3950,basel-2025,2025,Points given by the jury,united kingdom,estonia,3
3951,basel-2025,2025,Points given by televoters,albania,estonia,5
3952,basel-2025,2025,Points given by televoters,armenia,estonia,12
3953,basel-2025,2025,Points given by televoters,australia,estonia,6
3954,basel-2025,2025,Points given by televoters,austria,estonia,8
3955,basel-2025,2025,Points given by televoters,azerbaijan,estonia,8
3956,basel-2025,2025,Points given by televoters,belgium,estonia,2
3957,basel-2025,2025,Points given by televoters,croatia,estonia,12
3958,basel-2025,2025,Points given by televoters,cyprus,estonia,7
3959,basel-2025,2025,Points given by televoters,czech republic,estonia,6
3960,basel-2025,2025,Points given by televoters,denmark,estonia,6
3961,basel-2025,2025,Points given by televoters,finland,estonia,8
3962,basel-2025,2025,Points given by televoters,georgia,estonia,8
3963,basel-2025,2025,Points given by televoters,germany,estonia,4
3964,basel-2025,2025,Points given by televoters,greece,estonia,8
3965,basel-2025,2025,Points given by televoters,iceland,estonia,7
3966,basel-2025,2025,Points given by televoters,ireland,estonia,6
3967,basel-2025,2025,Points given by televoters,israel,estonia,10
3968,basel-2025,2025,Points given by televoters,italy,estonia,7
3969,basel-2025,2025,Points given by televoters,latvia,estonia,12
3970,basel-2025,2025,Points given by televoters,lithuania,estonia,10
3971,basel-2025,2025,Points given by televoters,luxembourg,estonia,5
3972,basel-2025,2025,Points given by televoters,malta,estonia,12
3973,basel-2025,2025,Points given by televoters,montenegro,estonia,10
3974,basel-2025,2025,Points given by televoters,the netherlands,estonia,8
3975,basel-2025,2025,Points given by televoters,norway,estonia,7
3976,basel-2025,2025,Points given by televoters,poland,estonia,10
3977,basel-2025,2025,Points given by televoters,portugal,estonia,1
3978,basel-2025,2025,Points given by televoters,san marino,estonia,7
3979,basel-2025,2025,Points given by televoters,serbia,estonia,12
3980,basel-2025,2025,Points given by televoters,slovenia,estonia,7
3981,basel-2025,2025,Points given by televoters,spain,estonia,7
3982,basel-2025,2025,Points given by televoters,sweden,estonia,8
3983,basel-2025,2025,Points given by televoters,switzerland,estonia,2
3984,basel-2025,2025,Points given by televoters,ukraine,estonia,2
3985,basel-2025,2025,Points given by televoters,united kingdom,estonia,6
3986,basel-2025,2025,Points given by the jury,albania,sweden,4
3987,basel-2025,2025,Points given by the jury,armenia,sweden,6
3988,basel-2025,2025,Points given by the jury,australia,sweden,6
3989,basel-2025,2025,Points given by the jury,austria,sweden,5
3990,basel-2025,2025,Points given by the jury,belgium,sweden,6
3991,basel-2025,2025,Points given by the jury,croatia,sweden,3
3992,basel-2025,2025,Points given by the jury,cyprus,sweden,2
3993,basel-2025,2025,Points given by the jury,denmark,sweden,7
3994,basel-2025,2025,Points given by the jury,estonia,sweden,8
3995,basel-2025,2025,Points given by the jury,finland,sweden,10
3996,basel-2025,2025,Points given by the jury,germany,sweden,4
3997,basel-2025,2025,Points given by the jury,greece,sweden,7
3998,basel-2025,2025,Points given by the jury,iceland,sweden,12
3999,basel-2025,2025,Points given by the jury,ireland,sweden,5
4000,basel-2025,2025,Points given by the jury,lithuania,sweden,1
4001,basel-2025,2025,Points given by the jury,luxembourg,sweden,5
4002,basel-2025,2025,Points given by the jury,malta,sweden,1
4003,basel-2025,2025,Points given by the jury,the netherlands,sweden,8
4004,basel-2025,2025,Points given by the jury,norway,sweden,10
4005,basel-2025,2025,Points given by the jury,slovenia,sweden,6
4006,basel-2025,2025,Points given by the jury,switzerland,sweden,10
4007,basel-2025,2025,Points given by televoters,albania,sweden,2
4008,basel-2025,2025,Points given by televoters,armenia,sweden,6
4009,basel-2025,2025,Points given by televoters,australia,sweden,8
4010,basel-2025,2025,Points given by televoters,austria,sweden,4
4011,basel-2025,2025,Points given by televoters,azerbaijan,sweden,3
4012,basel-2025,2025,Points given by televoters,belgium,sweden,4
4013,basel-2025,2025,Points given by televoters,croatia,sweden,8
4014,basel-2025,2025,Points given by televoters,czech republic,sweden,7
4015,basel-2025,2025,Points given by televoters,denmark,sweden,12
4016,basel-2025,2025,Points given by televoters,estonia,sweden,12
4017,basel-2025,2025,Points given by televoters,finland,sweden,12
4018,basel-2025,2025,Points given by televoters,georgia,sweden,1
4019,basel-2025,2025,Points given by televoters,germany,sweden,5
